Trig_date,District,Chiefdom,Section,Name_of_community,Male_child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2015-02-05,Bonthe,Kpaka,Nyangoehun,Taninahun,24.0,73.0,97,28.0,54.0,82,2.0,4.0,1.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-02-11,Bonthe,Saaba,Boiwuma,Kpaka,24.0,73.0,97,28.0,54.0,82,2.0,4.0,4.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-02-13,Kailahun,Luawa,Luawa Yiehun,Kebrama,24.0,73.0,97,28.0,54.0,82,7.0,4.0,6.0,0.0,4.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-02-03,Bonthe,Kpanda Kemo,Gbongeh,Jokbunmhan,24.0,73.0,97,28.0,54.0,82,7.0,4.0,6.0,0.0,4.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-02-10,Kailahun,Luawa,Foya,Gardorhun,24.0,73.0,97,28.0,54.0,82,7.0,4.0,6.0,0.0,4.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Kailahun,Luawa,Gbela,Boama,,,95,,,35,3.0,2.0,2.0,0.0,2.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,Bonthe,Bum,Yawma,Taama-One,44.0,50.0,94,30.0,33.0,63,2.0,3.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2015-02-12,Bonthe,Saaba,Gelehun,Kpaka,44.0,50.0,94,30.0,33.0,63,2.0,3.0,4.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2015-02-04,Kono,Gbomoti,Nyandehun,Sakrim,29.0,63.0,92,22.0,42.0,64,2.0,3.0,4.0,2.0,1.0,2.0,,4,3.0,2.0,4.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2014-12-17,Kono,,Sandor,Sandu,29.0,63.0,92,22.0,42.0,64,7.0,7.0,8.0,5.0,5.0,5.0,,4,3.0,2.0,4.0,4.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-02-10,Bonthe,Sogbini,Ndopie,Dababa,32.0,59.0,91,38.0,58.0,96,2.0,3.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
2015-02-12,Pujehun,Soro Gbema,Gbaama,Kanga,14.0,76.0,90,18.0,52.0,70,2.0,4.0,4.0,0.0,1.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2014-12-03,Kailahun,Mandu,Upper Kuvia,Njala,,,90,,,60,3.0,4.0,5.0,0.0,2.0,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Kailahun,Jaluahun,Ndaa Sei I,Bandajuma Kpolihun,,,90,,,47,2.0,3.0,2.0,1.0,3.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2015-02-04,Kono,Nimikoro,Gbogborafe,Futingaya,15.0,75.0,90,6.0,34.0,40,2.0,4.0,3.0,0.0,0.0,4.0,,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-02-04,Kono,Gorama Kono,Selekoma,Gbaima,15.0,75.0,90,6.0,34.0,40,2.0,4.0,3.0,0.0,0.0,4.0,,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-04,Bombali,Makari Gbanti,Masongbo,Robombeh,,,88,,,70,2.0,2.0,4.0,0.0,2.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Bombali,Safroko Limba,Kasemgbeh,Kadandah,,,88,,,47,1.0,1.0,2.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-02-06,Bonthe,Sittia,Moore,Makor,38.0,49.0,87,39.0,41.0,80,2.0,4.0,1.0,0.0,0.0,1.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2014-11-25,Port Loko,Koya,Madoma,Magbontho-Bana,,,87,,,54,3.0,2.0,2.0,1.0,3.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Kailahun,Mandu,Lower Kuvia,Kuiva,,,87,,,41,3.0,2.0,2.0,0.0,4.0,3.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-02-03,Bonthe,Dema,Tissana,Chepo,34.0,52.0,86,25.0,28.0,53,2.0,4.0,0.0,1.0,1.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-02-04,Bonthe,Bum,Yawma,Taama-One,34.0,52.0,86,25.0,28.0,53,2.0,4.0,3.0,1.0,2.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,Bonthe,Soro Gbema,Zoker 2,Sembehun,34.0,52.0,86,25.0,28.0,53,2.0,4.0,0.0,1.0,1.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-02-13,Bonthe,Saaba,Kundonwa,Kpaka,34.0,52.0,86,25.0,28.0,53,2.0,4.0,4.0,1.0,1.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Bo,Tikonko,Sewama,Gelehun,,,86,,,52,4.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-02-04,Kono,Soro Gbema,Moiwebu,Seima,32.0,53.0,85,42.0,39.0,81,2.0,4.0,4.0,1.0,2.0,2.0,,9,8.0,15.0,10.0,7.0,8.0,11.0,8.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,2.0,0.0,0.0,2.0,2.0
2014-12-17,Kono,,Gbense,Kaidu,32.0,53.0,85,42.0,39.0,81,4.0,4.0,4.0,1.0,4.0,2.0,,9,8.0,15.0,10.0,7.0,8.0,11.0,8.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0
2015-01-15,Pujehun,Malen,Bahoin/Senjela,Hinai,,,85,,,68,1.0,1.0,1.0,1.0,1.0,0.0,13.0,2,1.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2015-02-05,Kono,Kemoh,Nuyila,Sakrim,36.0,49.0,85,24.0,40.0,64,2.0,4.0,4.0,0.0,2.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,3.0,9.0,2.0,23.0,2.0,9.0,0.0,0.0,1.0,0.0
2015-02-10,Kono,Saaba,Koidu,Kpaka,41.0,44.0,85,36.0,28.0,64,2.0,3.0,4.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,Kono,,Sandor,Bayawandu,36.0,49.0,85,24.0,40.0,64,4.0,4.0,6.0,0.0,4.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,3.0,9.0,2.0,23.0,2.0,9.0,0.0,0.0,1.0,0.0
2014-12-16,Kono,,Nimikoro,Mortma,41.0,44.0,85,36.0,28.0,64,6.0,8.0,8.0,0.0,4.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Fakunya,Taiama,Mogbaray,,,85,,,50,2.0,1.0,4.0,0.0,1.0,2.0,14.0,2,1.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2014-12-05,Kailahun,Jawei,Borboh,Follu,,,85,,,47,4.0,1.0,5.0,0.0,3.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Dasse,Taninahun,Mogbasetle,,,85,,,47,3.0,2.0,2.0,0.0,1.0,3.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2014-12-03,Port Loko,Marampa,Bai Polon,Larour Compound N0 1 Hamlet,,,85,,,47,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Marampa,Bai Polon,Larour Compound N0 1 Hamlet,,,85,,,47,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Tonkolili,Kafe Simiria,Makelfa,Mansumbrie,,,85,,,25,1.0,1.0,2.0,0.0,1.0,0.0,15.0,1,6.0,7.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-01-21,Bo,Bagbo,Tassana,Yegelleh,,,84,,,47,2.0,1.0,2.0,0.0,1.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-02,Bombali,Gbendembu Ngowahun,Mamaka,Mamaka,,,84,,,43,1.0,2.0,2.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,Bonthe,Yawbeko,Kataway,Gbeahan,45.0,38.0,83,51.0,44.0,95,2.0,3.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,Bonthe,Sittia,Kamia,Movandi,45.0,38.0,83,51.0,44.0,95,2.0,3.0,1.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,Kono,Soro Gbema,Massaquoi 2,Fahbaina,24.0,57.0,81,10.0,43.0,53,3.0,4.0,4.0,1.0,1.0,2.0,,0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
2014-12-18,Kono,,Gbense,Wondedu,24.0,57.0,81,10.0,43.0,53,3.0,4.0,8.0,1.0,1.0,3.0,,0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
2015-02-05,Bonthe,Sakrim,Kemoh,Nuyila,26.0,55.0,81,15.0,34.0,49,2.0,3.0,1.0,1.0,1.0,2.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-11,Bo,Wonde,Manyeh,Layiahun,,,81,,,48,2.0,1.0,2.0,0.0,2.0,2.0,13.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2014-12-17,Bo,Wonde,Manyeh,Pelewahun,,,81,,,47,3.0,2.0,2.0,0.0,1.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2014-12-04,Kailahun,Jawei,Borboh,Gelehun,,,81,,,47,3.0,2.0,1.0,0.0,2.0,1.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Tonkolili,Tane,Lal Lenken,Mathonkara,,,81,,,47,3.0,2.0,3.0,0.0,2.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2015-01-16,Bonthe,Sittia,Sangabu,Tengisa,,,80,,,65,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,Pujehun,Peje,Pejeh West,Gbongay,,,80,,,60,4.0,2.0,4.0,0.0,2.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21,Pujehun,Sowa,Kangebai,Lower Sembehun,,,80,,,52,2.0,2.0,2.0,0.0,2.0,1.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Bo,Jaiama Bongor,Upper Niawa,Juhun,,,80,,,47,3.0,3.0,2.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Bo,Jaiama Bongor,Upper Niawa,Juhun,,,80,,,47,3.0,3.0,2.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Bombali,Paki Massabong,Kathakayan,Kathakayan Kaboli,,,80,,,47,1.0,1.0,1.0,0.0,1.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Kailahun,Dea,Baiwala ,Kporbu,,,80,,,47,2.0,2.0,2.0,0.0,2.0,2.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Moyamba,Dasse,Jayahum,Jayahum,,,80,,,47,2.0,2.0,2.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Kori,Manjehun,Damba,,,80,,,47,2.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Kori,Yando,Kolehun,,,80,,,47,3.0,1.0,2.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,,0.0
2014-12-10,Tonkolili,Kholifa Rowalla,Mayosr,Ma-Mannoh,,,80,,,37,1.0,2.0,1.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Bo,Valunia,Lunia,Kpasama,,,80,,,32,2.0,2.0,2.0,2.0,1.0,2.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,Port Loko,Buya Romende,Warreh Mopoteh,Makonday ,,,80,,,28,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Kailahun,Kissi Tongi,Tongitigi,Bayama,,,80,,,24,2.0,1.0,1.0,0.0,2.0,1.0,13.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Koinadugu,Nieni,Nieni,Yiffin,,,80,,,20,1.0,2.0,2.0,1.0,1.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2014-12-09,Bo,Badjia,Fallay,Pelewahun,,,80,,,14,2.0,2.0,2.0,0.0,2.0,3.0,13.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,Pujehun,Kpaka,Nyangoehun,Sahun,30.0,49.0,79,25.0,51.0,76,2.0,4.0,4.0,0.0,2.0,4.0,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,Pujehun,Soro Gbema,Mano River,Baaka,30.0,49.0,79,25.0,51.0,76,2.0,4.0,4.0,0.0,2.0,2.0,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,Pujehun,Kpaka,Parvu,Kposohr,28.0,50.0,78,36.0,59.0,95,2.0,4.0,4.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12,Pujehun,Kpaka,Parvu,Jabama,28.0,50.0,78,36.0,59.0,95,2.0,4.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,Kono,Pesseh,Sorbeh Grima,Kpanga Kabondeh,44.0,34.0,78,39.0,53.0,92,2.0,5.0,4.0,0.0,1.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Kono,,Tankorio,Kissy Bona,44.0,34.0,78,39.0,53.0,92,6.0,5.0,8.0,0.0,6.0,5.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,Pujehun,Soro Gbema,Mano River,Kojeh,22.0,56.0,78,24.0,48.0,72,2.0,3.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,Pujehun,Kpaka,Parvu,Tumuhun,22.0,56.0,78,24.0,48.0,72,2.0,3.0,1.0,0.0,0.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22,Bo,Bumpe Ngao,Kpetema,Golala Corry,,,78,,,58,2.0,1.0,2.0,1.0,1.0,1.0,11.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-23,Bo,Bagbo,Ngolapon,Yensa,,,78,,,55,2.0,1.0,2.0,0.0,2.0,0.0,11.0,2,3.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Tonkolili,Yoni,Mamaka,Mamaka,,,78,,,22,2.0,1.0,2.0,0.0,1.0,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
2015-02-03,Port Loko,T.m. Safroko,Matatie,Matatie ,40.0,37.0,77,30.0,41.0,71,2.0,3.0,2.0,0.0,2.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Tonkolili,Gbonkolenken,Yele Manowa,Manowa,,,77,,,67,1.0,1.0,2.0,0.0,1.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Kono,Nimiyama,Jaiafeh,Sewafeh,,,77,,,47,3.0,4.0,4.0,2.0,4.0,2.0,11.0,4,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0
2014-12-05,Tonkolili,Tane,Lal Lenken,Mangi,,,77,,,12,3.0,1.0,3.0,0.0,1.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-10,Pujehun,Kpaka,Parvu,Fulawahun,31.0,45.0,76,31.0,42.0,73,2.0,3.0,3.0,0.0,1.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,Pujehun,Kpaka,Parvu,Kposohr,31.0,45.0,76,31.0,42.0,73,2.0,3.0,3.0,0.0,1.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Port Loko,Buya Romende,Patifu Bana,Patifu Village,,,76,,,65,3.0,2.0,2.0,0.0,2.0,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,8.0,9.0,21.0,19.0,8.0,0.0,,0.0,0.0,0.0
2014-12-09,Tonkolili,Kunike,Masingbi,Mabakoh,,,76,,,54,4.0,2.0,3.0,0.0,2.0,2.0,11.0,6,2.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Kailahun,Luawa,Luawa Foiya,Bandajuma Sinneh,,,76,,,47,1.0,2.0,2.0,0.0,4.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Port Loko,Maforki,Moria,Mathakan,,,76,,,40,3.0,2.0,4.0,0.0,5.0,3.0,13.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-02-02,Port Loko,T.m. Safroko,Konkorie,Masangba,33.0,42.0,75,35.0,33.0,68,2.0,4.0,4.0,0.0,0.0,4.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Kailahun,Mandu,Upper Kuvia,Kpeima,,,75,,,64,3.0,4.0,4.0,0.0,5.0,2.0,15.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-23,Bo,Bumpe Ngao,Kpetema,Fullaninahun,,,75,,,60,2.0,2.0,2.0,0.0,1.0,0.0,11.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,Kailahun,Peje West,Golama,Peje Baoma,,,75,,,60,3.0,3.0,4.0,0.0,5.0,3.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,Kailahun,Mandu,Gbogray,Njagbema,,,75,,,54,4.0,3.0,4.0,0.0,4.0,1.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
