Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-02-10,Kailahun,,,Tomkpombu,1.0,They accept the burial team,,Meeting on how to eradicate ebola,,
2015-02-11,Kailahun,,,Fola,1.0,Acceptance of burial team,,Allowing people to see their their family members,,
2015-02-12,Kailahun,,,Manowulo,0.0,No death in this community,,Free movement of people and the reopening of school,,
2015-03-13,Kailahun,,,Sellu,0.0,No death in this community,,No death and also no sick,,
2015-02-11,Kailahun,,,Taamba,0.0,"Because the present burial procedures is not used to us, we belive in our traditional way of burring",,the biggest change is that people are now going to hospitals for treatment,,
2015-02-10,Kailahun,,,Kama Town,1.0,Because they follow and respect their traditional ways of burying the dead.,,"all the chiefs are well updated, and they have been engaged in sharing relevant information to every community member.",,
2015-02-11,Kailahun,,,Samu,1.0,"the community are satisfied with way they burry their people, because is the law of the president",,the ebola tax force are wolking well with the community people to make sure ebola is finish,,
2015-02-10,Bombali,Gbendembu Ngowahun,Madina Loko,Majorkoh,0.0,,,The community people are not eating bush meat. Hunters are not allowed in the community,,
2015-02-10,Bo,,,Foindu,0.0,,No because the burial team when ever the call on them they will not come on time so because or that we are not happy with them.,They biggest change is that the people are now saying that ebola is real and they are working with all the bye-laws and they are happy that the school is going to open and there is a movement in the country.,Is there consention for all the chief and elders who figth the ebola in there community?,
2015-02-11,Bo,,,Ndema,1.0,Yes because the burial team are helping the community and also the country to stop the spread of ebola.,,They biggest change is that the community people are working with the bye-laws and the pray that no body will disobey the law in the community.,Let the government train the community members to burial in threir own village or town to train people with in the community.,
2015-02-12,Bo,,,Kenyema,1.0,yes because to stop the spread of ebola in our country but we are not happy with the burial team because they did not wash the dead body why.,,They biggest change is that the community people are now know that ebola is real and the pray that it we come and end.,The government should not live all does that have suvivour of ebola to come back to his / her house because who ever the person come to his/her house to stay their for 3m month the person will not go with law so the virus we stive transfer because the person will have sex with his / her partner so because of that the government sholud provide a place for them to stay for that 3 month period.,
2015-02-13,Bo,,,Jembe,1.0,Yes because they did not touch dead body only the burial team and the way the burial team dress before us we are no longer afraid of them.,,They biggest change is that the community people are saying that the know the ebola is real and the pray that it will come to an end.,,
2015-02-10,Bo,,,Maina,1.0,"They burial allow prayer to be offered on the dead body. The burial team allows 10 members from the family to follow them to the cemetery. At the cemetry, the buial team peacefully lay the dead body in the grave.",,"The biggest change in the community now is, The burial team immediately now arrive on time whenever death occurs, and that everybody now goes about his/her normal business like farmily, etc, but not forget the ebola preventive precautions. Majority of the community people highly participate now in the ebola meetings as compared to the previous.",,
2015-02-11,Bo,,,Ngualu,1.0,Coffins or other burial container is now allowed by the burial if only provided. To much spraying of the cholorine is now limited. Cloth or any other valuable material are now allow to put on the dead.,,"The community general one mind to totally eredicate ebola insierra leone by highly, participating in the ebola meetings, adhering to the preventive precaution and family accepted that ebola is a killer disease andis real.",,
2015-02-12,Bo,,,Feiba,1.0,The aggressiveness of the burial team member is now controlled. Religious leaders if any are now asked on to offer prayer on the dead. The burial team now allow 10 members to follow them to the cemetry.,,"The community have much knowledge on the ebola disease. The fearness of ebola as compared to the previous is totally reduced now. Participation to ebola meeting is very high now, and all the ebola preventive precautions are seriously practiced in the community.",,
2015-02-13,Bo,,,Palima 2,1.0,No more deliance by the burial team but immediately arrived on time. Clothe to put on the dead body if any is allowed & prayers is now offered respectable burial practices are now in place by the burial team.,,The community people highly appreciate the effort of the burial team. The ebola preventive bye-laws are highly maintained. The community people are seriously working together to see that the community is tightly perventived from any ebola case.,,
2015-02-10,Bo,,,Koalama,1.0,Because it is the savest way to help drive and protect others from getting the disease.,,"Since our last visit they do properly screaning of any stranger who is calling in their community from another town, and the bye-laws in the community are ongoing.","Most common question is that if there is going to be any free child education after ebola, also the concern is let the government put things in place before the reopening of schools for the safty and security of he school children.",
2015-02-11,Bo,,,Kparku,1.0,Yes because wiith allowing the burial team to do their work will keep the  community and their people save from getting ebola.,,Since our last visit lacktating mothers are now taking their children for treatment at the health center.,"The most connom concern is that they are praying that ebola will soon go out of this country so we will continue with our normal business, also common question that if the government is put up more schools structures to aviod over crowing when school reopening.",
2015-02-12,Bo,,,Taninhun,0.0,,No because our people do not get the last respect they deserve as before.,Sinse our last visit there have been no death and no seriously sick people and also the community is working very hard in their own little wayto see that our country is free from ebola.,The most common concern is that they are pleading to the government for good toilet and water facility in schools to help prevent their childern from any other disease beside eblola in school children from any other.,
2015-02-13,Bo,,,Shegemo,1.0,With this we help the government to drive the disease from mama salone.,,Sinse our last visit there have been no death and no seriously sick people in community. Also communityabide to the rules and regulation of their community.,The most common concern is that since their children have sat down for the past six month without going to school they are pleading that they will get a basic education after ebola. commonly ask question is when our country will be free from ebola.,
2015-02-11,Bo,,,Lungay,1.0,Yes because they now handle the body with care.,,There has been no serious sickness in the community since our last visit.,Who is more safer to care for a sick person in ebolaoutbreak?,
2015-02-12,Bo,,,Komende,1.0,Yes we are allow to pray on the dead.,,"There is no report of new ebola confirm case since out last visit, hence the people are keeping and putting the bye-laws.",Please we need support from the health workers to help us with safe and pure drinking water.,
2015-02-13,Bo,,,Njaluahun,0.0,,No because they always arrived late.,The community now looks very clean and good for the health of the people.,Please tell the government that they sholud not postponed the date schedule for the reopening of school.,
2015-02-14,Bo,,,Nyagoihun,1.0,"Yes, because we are allow to withness the burial.",,There is no respect of seriously sick people.,Please we want all survivour to put in private place for the three months so that they cannot spread the virus any more.,
2015-02-10,Bo,,,Tongouma,1.0,"Community members were ok with the burial team, because they were satisfied with the process.",,The community bye-laws is still process and at working in this community. Sick people can access the hospital now.,,
2015-02-11,Bo,,,Kegbai,1.0,"The community were satisfied with the burial team conducted the buried, they were allowed to pray on the dead body.",,The weekly community cleaning is in process.,,
2015-02-12,Bo,,,Sowulla,1.0,"Since our lsat visit in the community, there is no death case.",,Sick people can proud of visiting the hospital.,,
2015-02-13,Bo,,,Nyama Sonna (Sect),1.0,No body haven't yet dead since our last visit in the community.,,"After seven (7:00), nobody will cross the river, and is still working.",,
2015-02-10,Bo,,,Sandia,1.0,They were satisfied because of the safty process,,Self awareness of the community.,All the four communities asked what is the and time for ebola? And what is the stratigie mention has been taken by the government?,
2015-02-11,Bo,,,Tungbebu,1.0,They were satisfied because of the safty process,,Self awareness.,,
2015-02-12,Bo,,,Kpatobu,1.0,They were satisfied because of the safty process,,Self awareness.,,
2015-02-13,Bo,,,Semibu,1.0,They were satisfied because of the safty process,,Self awareness of the community has taken place.,,
2015-02-10,Bo,,,Vaahun,0.0,,The excessive use of cholorine is very dangerous to the health of the community people.,General cleaning in the community has improved since we visited this community. Frequent hand washing is also improved at every house in the community.,"Our girls are getting pregnant every day, please govt. what have you put in place for the affected girls?",
2015-02-11,Bo,,,Kenemalo,1.0,The way the burial team dress can help save the spread of the ebola virus.,,Since our last visit there has been no recorded case of ebola in this community and that has been the biggest change.,Can we eat bush meat after the outbreak?,
2015-02-12,Bo,,,Kanjalu,1.0,Prayer are offered in respecting religious before the final burial conducted.,,As for now there is no ebola realated in the community..,"Agriculture community members are so worried about their agricultureal products main while, products are getting spoil eg. Potatos, vegetable etc.",
2015-02-13,Bo,,,Fallah,0.0,,,Veronica buckets are suplied in this communiity as s result of ebola outbreak. General cleaning and hand washing are also promoted in this community.,"Education: we are woried about the welfare of our children, sinc the ebola outbreak for the past eight months school has not reopened.",
2015-02-10,Bo,,,Hagbahun,0.0,,No brial conducted.,The biggest change since our last visitare the general cleaning and not touching dead bodies by community.,The most common concern expressed by all the community are that they should observe the dos and don't of ebola. The most asked question in that when will ebola end and when will the govt. provides vaccine for the ebola virus.,
2015-02-11,Bo,,,Komendu,0.0,,No brial conducted in the community.,The general town cleaning on weekly basis and not touching dead bodies are the biggest change.,,
2015-02-12,Bo,,,Matema,0.0,,No brial conducted.,No touching or burial of dead bodies and general town cleaning is the biggest change since our last visit.,,
2015-02-13,Bo,,,Yakeji,0.0,,No brial occurred.,The biggest change since our last visit is the general town cleaning and no burial  by the community.,,
2015-02-10,Bo,,,Joulu,1.0,Because it was done in a dignified way. ,,Communiity members have abide by most ebola precaution methods,When will ebola end?,
2015-02-11,Bo,,,Yormandu Old,1.0,They respected both the corpse and the family.,,Communiity members lunched a general cleaning day inother to combat the ebola virus through hygiene.,Why is the ebola cases increasing and decreasing day-day.,
2015-02-12,Bo,,,Yormandu New,1.0,They did in accordance with the (S.D.M.B),,General cleaning is a regular practice which give a chance to hygiene inother to end the figth in that community.,When will schools re-opens,
2015-02-13,Bo,,,Ngongobu,1.0,Because it was done in a respectable way. ,,Community members have the basic knowledge to fight and end the deadly virus.,When will ebola end? When will schools re-opens.,
2015-02-10,Bo,,,Majandu,1.0,The people are satisfied with the way the burial team buried because it must br obey by law.,,The biggest change we see in the community was the wake keeping for 40th days ceremony and public gathering they are still up hold to the bye-laws.,"Majandu: all areas that the virus or the epidemic is still going on worst, let the government qurantine there.",
2015-02-11,Bo,,,Lago,1.0,They are satisfy because the burial team are nice and polite to people.,,The people always visited the health center and they are not allowing strangers in the communities.,Let the government prosponed the school re-opening until september so that that there will be no case in the country.,
2015-02-12,Bo,,,Nyanyahun,1.0,They are satisfy because it is a mandate from the above hirachy and must obey.,,The secret burial and sick person isolated is a great changes that take place in their own community..,Let the burial team be observed for 21 days before the end of ebola.,
2015-02-13,Bo,,,Yengema,1.0,They said the burial tean buried correctely and  they also allow the family to pray.,,The biggest change is that people are always calling burial team when bury occur and no body is allow to visit there.,Yengema: ask question if any body have died through from burial team and bury as ebola person.,
2015-02-10,Bo,,,Gbogeima,1.0,As people are allow to pray on the dead.,,Frequent hand washing with soap and water each house has container filled with water and soap.,Gbogeima= if its advisable to eat bush meat now since the main route of getting infected is by washing dead body?,
2015-02-11,Bo,,,Farma,1.0,Members were asked if they are going to bury the dead body with ceartin.,,Any one who tend to violate any of the bye-laws or action plan will pay a fine.,Farma - If some one died in a community which is not motor-rable what member of the community need to do?,
2015-02-12,Bo,,,Kpakibu,1.0,Involving members of the community of the community in the burial ceremonies by digging grave.,,Even though travel ban have been lifted they still monitor and screen strangers before staying in their community.,Kpakibu -If some one died by accident who should burry the dead body?,
2015-02-13,Bo,,,Foya,1.0,The body is been treated with some amount of respect.,,People relay abide by all the bye-laws and action plans.,,
2015-02-10,Bo,,,Bandajama,1.0,For safty of themselves in the community.,,They have the knowledge about the sickness so they take a very great care of themselves by work towards the action plan they set.,,
2015-02-11,Bo,,,Tendebu,1.0,This is the major way to help fight the ebola virus.,,Since we have being workimg with this law we have no ebola case in our community.,,
2015-02-12,Bo,,,Gumahun,1.0,Because now the burial team allow them to see the way they dress the body.,,"Because of these bye-laws they work towards, they have bought a book to record all sick and burial case in their community.",,
2015-02-13,Bo,,,Baoma,1.0,To help minimize the spread of ebola virus.,,The biggest change is that the people work exactly to the action plan they set.,,
2015-02-10,Bo,,,Nyandahun,1.0, Because the chief of their community died and the burial team allow them to pray on the body.,,"The community people now appreciate and allow the burial team in their community in our absent, as this due to our sensitization work.",Nyadahun concern: the community people said they want the government to construct their road. Since their road is not motorable. Question: when the burial team stop conducting burial for their community.,
2015-02-11,Bo,,,Njaguima,0.0,,"No, because the burial team do not allow family members as well as religious leaders to pray as follow the dead at the grave side.",The youth in the community has mobilized themselves to be doing house to house cheek in shearch of sick people to be taken to the health center. As this is one of the ways to prevent ebola.,Njaguima concern: the community people said they need food supply from the government as well as agricultural tools and equipment. Question: when will ebola come to an end?,
2015-02-12,Bo,,,Moyorbor,1.0,Because the burial team handle daed bodies with care.,,The community people are now assessing the health center. And they also have the belief that ebola will one day come to an end. And they are implementing the bye-laws positively.,Moyorbor concern: thy need food supply from the government. Question: is ebola virus a natural disease or a man made chemical weapon?,
2015-02-13,Bo,,,Labilama,1.0,Because it is one of the way to prevent ebola.,,The community people are implementing the bye-laws positively. As it is one way to prevent ebola in sierra leone.,Lablama concerns: the community people said they want to see ebola to come to an end in s/l. question: when would they start eating bush animals?,
2015-02-10,Bo,,,Gima,1.0,Because they cunducted the burial safely without catching the virus.,,The community people have stoped washing dead body.,When schools will re-open?,
2015-02-11,Bo,,,Joprwahin,1.0,Because they cunducted the burial safely without catching the virus.,,The community people have abolished the washing of dead body.,When the government will announce the specific date for the reopening of schools?,
2015-02-12,Bo,,,Pelewahun,1.0,"Because, the team also allowed the family, members to pray on the dead bodies.",,The community people have abolished the washing of dead body as they have been told by the medical practitioner.,Sierra leonean should join hands together to figth against this deadly epidermic disease.,
2015-02-13,Bo,,,Hewebu,1.0,They also allowed some family members to accompanied them to the cemetry.,,Washing of dead body and body contact have been totally prohibited in the community.,The fight against the ebola virus should be a responsibility for all s/leoneans.,
2015-02-10,Bo,,,Magbema,1.0,"Yes, because the process of burialteam is now understood by the community people.",,High level of awareness interm of living.,Magbema: what will happen for those who have died in this ebola interm of their funeral right?,
2015-02-11,Bo,,,Faama,0.0,,No because the community feels the disease person have no respect.,Less expenditure on cultural activities since the beginning of ebola.,Faama: what do you mean by safe reopening of schools?,
2015-02-12,Bo,,,Niama,1.0,Because the burial process of saving the community.,,There has been promotion in education ebola.,Niama: how does ebola come about not only sierra leone boy the world as a whole?,
2015-02-13,Bo,,,Pembema,1.0,Because the community people have now seen the way the burial team dressed.,,Because of ebola there has been less bad attitiudes in the communities.,Pembema: when will the ebola vaccines been available?,
2015-02-10,Bo,,,Kpetema,1.0,No burial,,The awareness of accepting the fact that ebola is real in this community is high.,"Kpetema concerns: the provision of protective equipment for their T.B.A. question: why the government did not provide hand washing bucket, chlorine and soap country wide? Comment: why they should not eat bush meat since ebola is reducing.",
2015-02-11,Bo,,,Kumbablahun,1.0,No burial,,The people in the commmunity always report sick person earlier to the nearest health center.,Kembablahun: concern: the irradication of ebola in sierra leone. Question: why they should not touch fatality death? Comment: the spraying of chlorine in there communities.,
2015-02-12,Bo,,,Gandohun,1.0,Because the activities of the burial team was in line with the safe and dignified medical burial process.,,The community people are not afraid of tracing death case result.,Gandohun: concern: the reopening of school for there school going children. Question: whhere did the government is going to provide vaccine to cure ebola? Comment: the burial team should handle dead bodies with care.,
2015-02-13,Bo,,,Gbanahun,1.0,No burial,,Frequent hand washing and cleaning the community is effective.,"The government shoud train burial chiefdom level, the employment of survivours in the burial team? Questions: why ebola is a combination of sickness? Comment: the government should allow them to takee care of fatality deaths.",
2015-02-10,Bo,,,Ngiehua,1.0,The  community people really appreciate the way the burial team conducted burial - using the standard operating procedure (SOP).,,"No one touch, wash dead body any more. They instead call on the burial team to come and bury there dead.","We are really tired of this situation in our country, we want it finished and out of this country -- Ngrehun",
2015-02-11,Bo,,,Bambara,1.0,The  community people really appreciate the way the burial team conducted burial - using the standard operating procedure (SOP).,,"The community do not accommodate strangers any more. Any one who accept stranger will pay a fine of le 100,000.",What about the vaccine we have hearing about is it still available in sierra leone? Kayama.,
2015-02-12,Bo,,,Koyama,1.0,The  community people really appreciate the way the burial team conducted burial - using the standard operating procedure (SOP).,,"The community no longer conducted burial on their own, they now have the confidence to wait on the burial team to conducted the burial.","Bambara-- Are we now free to eat bush meat, according to report we are hearing that the cares are getting low.",
2015-02-13,Bo,,,Pouma,1.0,No burial yet.,,"The people no longer hide the sick, if any is found during this, will pay a fine of le 200,000 and some other punnishment.","Pouma-- Please help us to inform the government of sierra leone that, we are now tired of the state of emergency.",
2015-02-10,Bo,,,Palimai,0.0,,Because they are not allowing us to pay last respect at our family.,People havee now seen it necessary why it is important to reinforce the ebola bye-laws in their ccommunity.,,
2015-02-11,Bo,,,Luwmie,0.0,,Because they do not allow us to give the lait.,"Since our last visit the people have been aware of the ebola disease, and how to keep themselve of contact.",,
2015-02-12,Bo,,,Jaluahun,0.0,,,Since our last vist the people have seen it good why it is necessary for the ebola burial team to be conducted burial in their community.,,
2015-02-13,Bo,,,Kpaa,0.0,,,,,
2015-02-10,Bo,,,Bevehun,1.0,They are satisfied because they family of the dead are allow to call religious people to pray on the dead.,,Most of the laws are being enforced in the community.,Bevehun; concern: now that government has open the roads that will not lead to the spread of the virus again. The other concern is if schools are realy open now that we don't have zero case in the country. Qusetion: if someone have cronic malaria and report to a health center can he/she be treated?,
2015-02-11,Bo,,,Konima,1.0,They are satisfied because the burial team can even buried people in their viaalges.,,They are keeping to most of the bye-laws and enforcing them.,Konima concern: After ebola can people eat bush meat. Question: can a young bady at the age of 1 week be infected of ebola?,
2015-02-12,Bo,,,Bandajuma,1.0,They are satisfied because it is one way of preventing the spread of the virus in communities.,,Most of the laws are being enforced by the community.,Bandajuma: The concern they have after ebola let government create more employment in the country. Question: why is that domestic animals don't transfer ebola?,
2015-02-13,Bo,,,Gangama,1.0,They are satisfied because it is one way of preventing the virus from spreading,,They are keeping the bye-laws farm in this community.,Gangama concern: they want ebola to come to an end now that government has reopen the road again that will lead to the spread of the virus again. Question: if some did not show sign of ebola can the person transfer the virus.,
2015-02-10,Bo,,,Kandayama,1.0,The burial team give respect to the family of the dead person.,,No biggest change occur.,,
2015-02-11,Bo,,,Gondama,1.0,The burial team now come on time when they call them.,,No changes occur.,,
2015-02-12,Bo,,,Gangama,1.0,They chlorinate the house hold properly for any other sickness.,,,,
2015-02-13,Bo,,,Kandebu,1.0,They are now satisfy with the way they dressed.,,,,
2015-02-10,Bo,,,Ngogoima,1.0,For the protection of others family members and in the bid to abide by the national laws.,,"With the introduction of bye laws set up by members of the village, sick people are now sent to clinic immeiately when got sick.",There is high incidence of risk because of the travel barns lifteed as nobody knows who is interracted with who?,
2015-02-11,Bo,,,Kpetewoma,1.0,Family members were included to withness the process and even to offer prayers for the dead.,,Nobody attend burial cerenony in another community since the introduction of the bye laws.,The eropening of schools in march when the disease have not finally been eliminated in the country will bring a stressed and resurgonce of the disease again.,
2015-02-12,Bo,,,Saguehun,1.0,Every process is explained to members of the family when carried out.,,Early referral of the sick to health facilities.,How safe or unsafe or do you feel it is for schools to reopen when the disease not finally done?,
2015-02-13,Bo,,,Bumbeh 2,1.0,,,,One of the reason people do not go to health center when they are sick is because they don/t have money to pay for their medical bills would such people be provided free medical care to solve this problem?,
2015-02-10,Bo,,,Bayama,1.0,The community people are happy.,,"We thank God because since our last visit, no mojor cases concering sick death has taken place in our community.",The government should help we the vonorable people in our community and also provide food for us.,
2015-02-11,Bo,,,Fanima,1.0,The community people are happy.,,Since ebola started in our country we have ever experience that kind of sick in our community and the number of death in our country is now reducing so we thank God and the medical people.,"This ebola have made our business to go backwards, and we are crying to the government that he should help their girls child by providing good education for them and also food.",
2015-02-12,Bo,,,Gboiborbu,1.0,The community people are happy.,,We realy thank G od from since ebola start we are not getting ebola case in our community.,"The government should look our child after ebola, because tthey are getting pregnant please!!!",
2015-02-13,Bo,,,Kpanguma,1.0,The community people are happy.,,"The biggest change is they dead rate  in the country are reduce, so we realy thank G od for the great he has done for us.",The government should help us in agriculture activities and he should provide us rice for family.,
2015-02-10,Bo,,,Kenyema 1,1.0,We are happy because it us to prevent our self from the virus.,,With this  bye-laws all the sick are now going to the health center for treatment.,Kenema 1 - When school is going ti open why do we wash hands frequently not the body.,
2015-02-11,Bo,,,Kenyema 2,1.0,Because we do not know what actually happen to dead.,,We do house to house visit everyday to make sure whether there is any sick people in the community.,Kanyema 2 -- When are we going back to our normal activities. When ebola is going to eredicate.,
2015-02-12,Bo,,,Kenyema 3,0.0,,Because they do not wash the dead before buried them.,Now we care for each and everyone in the community.,Keneyema 3 -- When school is going to reopen. When are we going to start eat bush meat.,
2015-02-13,Bo,,,Vengama,0.0,,Because the burial team are not handling  brother and sister properly.,Now we care for each and everyone in the community.,Vengama-- When ebola is going to eradicate school is really going open on march.,
2015-02-10,Bo,,,Njala 1,1.0,We are happy about the burial team because it is the best way that ebola will not spread.,,"The biggest change is that the community people are not turn up for follow up, they said they are tried of ebola.","You do talk about a virus that kill person but we can not see why? Why said ebola is contagious and kill human within 21 days but, why people are still surviving?",
2015-02-11,Bo,,,Dinna,1.0,We are so happy with the burial team because they have respect the dead body and save us from ebola.,,"My biggest is that since this  is brushing ond felling time most of the people to very early in the moning and go to their work, we only met very feri; people.",Since this samie war we need support from the government in terms of food as basic need for mam to survive in the world.,
2015-02-12,Bo,,,Gombu,1.0,We like the way burial role play  it the best way that will save us from ebola.,,They community people say they are tired of ebola talk.,"Since ebola had affect every body in the country as a hole, what the government is going to do to them a a help. If there is any help for the fight of ebola?",
2015-02-13,Bo,,,Miagorehun,1.0,The burial team they are well trained have respect for the deadbody.,,The turn up of the community peoles low for tjis week.,"The medical people always say we are not to eat monkey, bat, baboom, because they have the ebola virus bu they are not dying of ebola why?",
2015-02-10,Bo,,,Solima,1.0,Because of the standard operation practices conducted by the burial team (SOP),,The community champion and stake holders in the community have been re-enforcing these bye-laws in their community since our last visit.,"The concern from Solima, Vaama, Njagbakahun and Mende are:                    The stop to public gathering. The sttop to schooling activities. The stop to Sundays as holiday.                                                                                   Here are question from  Solima, Vaama, Njagbakahun and Mende are:          When will school re-open? when will ebola end? have ebola got any vaccine yet?",
2015-02-11,Bo,,,Vaama,1.0,Because of the standard operation practices conducted by the burial team (SOP),,The community champion have been sensitizing their people for them not to go contrary to ebola bye-laws.,,
2015-02-12,Bo,,,Njagbakahun,1.0,Because of the standard operation practices conducted by the burial team (SOP),,The community people have made increment on the number of chlorine / veronica bucket in their community.,,
2015-02-13,Bo,,,Mende,1.0,Because of the standard operation protocols (SOP) conducted by the burial team.,,The people in the community have now know the standard operation procedures SOP.,,
2015-02-10,Bo,,,Mendama,1.0,It one way to eradicate the virus.,,"Making positive decission on ebola, law abiding.",To eradicate the viruss. From the 4 communities.,
2015-02-11,Bo,,,Gbojeima,1.0,It help to prevent others from catching the virus.,,"Change in behaviour eg. Practicing the safe burial, ebola conciousness, concern.",Procedues put in place for the reopened of schools to teach pupils against the virus.,
2015-02-12,Bo,,,Konia,1.0,It help to prevent others from catching the virus.,,"Change in behaviour, regular hand washing, cleaningness, law-abiding, making positive decission on ebola.",Provision of food.,
2015-02-13,Bo,,,Yangama,1.0,It help to prevent others from catching the virus.,,Preventing themselves and their community not to get the virus through the use of action points.,To continued their normal lives / situation.,
2015-02-10,Bo,,,Fayama,1.0,They are pleased with the team.,,Environmental cleaning is the biggest change to us since your last visit.,What will be a positive hope to us after ebola?,
2015-02-11,Bo,,,Pelewahun,1.0,They are pleased with the team.,,,Let government provide holding center for ebola survivours for three months recovering.,
2015-02-12,Bo,,,Kigbema,1.0,They are pleased with the team.,,,They re-opening of luma and schools.,
2015-02-13,Bo,,,Gendema,1.0,They are pleased with the team.,,,,
2015-02-10,Bo,,,Ngoiawama,1.0,It helps to eradicate ebola.,,There has been no ebola case since ebola break out in s/l.,When will ebola come to an end because they want to go back to their normal business.,
2015-02-11,Bo,,,Nyagorihun,1.0,It help to reduce ebola in s/l.,,There has been no ebola case since the disease breaks out in s/l.,"When will school reopen, because the female students are involve in getting pregnant during this crisis.",
2015-02-12,Bo,,,Modambi,1.0,For the virus not to spread.,,People are really working towords the bye-laws and there has been no ebola case since the break out in s/l.,They ask if ebola in s/l is a politics play by the government.,
2015-02-13,Bo,,,Kotulabiama,1.0,For the virus not to spread.,,There has been no ebola case in community since the disease breaks out in s/l.,When will ebola come to an end because they want to start their normal business.,
2015-02-23,Port Loko,,,Yurika,1.0,This is a safe and dignified medical burial,,the developed action plans are working effectively and the movement of people between sea boarders are still on restriction,,
2015-02-24,Port Loko,,,Sathan Modia,1.0,Dead bodies are buried in a respective manner,,The community embarked on weekly ebola related meetings,Sathan Modia; Would there be food supply and will school reopen on the 30th of match,
2015-02-25,Port Loko,,,Keneda,1.0,The burial team conducted safe burial of their love ones,,the community does not allow any public transportation and have enforce their check points,Keneda; would there be drugs and food supply,
2015-02-26,Port Loko,,,Kontehya,1.0,prayers have been acccordedto infected bodies before burial,,The community completely avoid hand shaking and regular washing of hands,,
2015-02-24,Port Loko,,,Royema,1.0,Its safe,,"The people were conscious about the virus,they really have the awareness about the disease and know what to do to prevent themselves",Royema; they raise the concern about the food supply in the community,
2015-02-25,Port Loko,,,Taintafor,1.0,It helps to contain the spread,,they keep their environment clean and tidy as they say cleanliness is one way to defeat the virus,"Taintafor; they raise their discertisfaction about the last operation that was conducted around the chiefdom and are consider about the development in the country,I cleared the air and told them it was a mistake from NERC office but has been rectified",
2015-02-26,Port Loko,,,Makassa,1.0,Its safe,,since our first visit in this community the people have always work with the action plans ,,
2015-02-27,Port Loko,,,Gbom Bana,1.0,Its safe,,There is awareness of the preventive method ,"The people are discertisfy with the fact that they always write their names  but never received supply,prior to that they are tired of giving out their information without supply",
2015-02-24,Port Loko,,,Mathen,1.0,"some previous traditional protocol like respect,dressing and prayer for the dead were abserved",,total involment of community members on the ebola fight and the formation of the committee and their active ebola response mechanism,schools should be equiped with facilities before they are open and the universities should be the first to commence before the secondary schools,
2015-02-25,Port Loko,,,Mahun,1.0,More respect is now giving to the dead victim,,"Posters of ebola messages,ebola discussions and sensitization are the major discussions in this ataya base",Ebola training for ataya base committee members ,
2015-02-26,Port Loko,,,Kigbal,1.0,it is the best way to prevent oneself from ebola and it is now better than previous days,,"The general understanding of community members on the causes,preventive measures and referal pathways of ebola cases",The issue of food supplies and discussion of their burnt items,
2015-02-27,Port Loko,,,Gbaneh Lokomasama,1.0,prayers are conducted for the dead when requested for by family members,,"the presence and promise of the police officer for their relentless watch,search and active participation on enforcing the agreed laws",we should ensure that ebola has come to an end before the reopening of schools to avoid the spread of the virus,
2015-02-24,Port Loko,,,Gbainty Wallah,0.0,they need female burial teams to attend the female death instead of male burial team,,they are abiding to the laws of the chief,"The most common concern is that they want the male burial team to deal with the male deaths and the female burial team to deal with the female deaths. Will they have food supply. These concerns and questions are applicable to the four communities. (Gbainty wallah,kenema,matai and Mayelikie)",
2015-02-25,Port Loko,,,Kenema,1.0,The burial team are allowing the people to pray on the dead and the use of white cloth for the body,,They are abiding to the laws of the chief with the help of the military personel,,
2015-02-26,Port Loko,,,Matai,0.0,when a female is dead they expect female burial team to attend the dead instead of male team,,there is no unbelief of the ebola virus and they are maintaining the laws,,
2015-02-27,Port Loko,,,Mayelekie,1.0,they allow the people to use white cloth and pray for the dead,,the biggest change is denial and unbelief,,
2015-02-24,Port Loko,,,Gberray,0.0,They do not dress and spray the dead before burials,,,Their concerns were mainly on proper digging of graves and washing of the dead. What will be the record of those who become orphans  as a result of the ebola virus,
2015-02-25,Port Loko,,,Maboboh,0.0,The dead are not properly handled,,,Their concern is prayering and washing of dead body before burials. What measures has the government and other organisation put in place inorder to end this deadly epidemic ,
2015-02-26,Port Loko,,,Service,0.0,Their traditional culture of burials were abandon,,,Proper digging of graves,
2015-02-27,Port Loko,,,Mando,0.0,They do not wash the dead before burials,,,"Their concern is washing and prayering for their dead. When will school,college and other learning institutions reopen",
2015-02-24,Port Loko,,,Mayala,0.0,The grave is not deep as compared to theirs,,,,
2015-02-25,Port Loko,,,Shembeh,0.0,They don't allow them to pray their dead ones,,,,
2015-02-26,Port Loko,,,Masorie,1.0,because they pray their dead ones,,,,
2015-02-27,Port Loko,,,Kenema,1.0,Because the burial team allow them to pray their dead in the distance,,,,
2015-02-24,Port Loko,,,Petifu,1.0,To avoid the spread of the disease,,"No shaking of hands,burial visits in the community and no activities in the community",,
2015-02-25,Port Loko,,,Mathankol,1.0,To protect themselves from getting ebola,,They avoid public gathering in the community and strangers are not allowed in the community,,
2015-02-26,Port Loko,,,Petifu Town,1.0,They are satisfy with the way the burial team burry their people and they have the potective materials,,frequent washing of hands with soap and no hunting in the community,,
2015-02-27,Port Loko,,,Loko Town,1.0,they are satisfy with the way the burial team burry their dead as a result the people are protected from the disease,,No public gathering and to stop the birth rate in the community,,
